timestamp,transcript_chunk,keywords,recommended_task
00:56:00,"positive that were labeled positive by our model. On the left here, we have things that are truly positive because, you know, this side is the positive side and the side is the negative side. So these are truly positive. Whereas all these ones out here, well, they should have been positive, but they were labeled as negative. And in here, these are the ones that we've labeled positive, but they're actually negative. And out here, these are truly negative. So precision is saying, okay, out of all the ones we've labeled as positive, how many of them are true positives. And recall is saying, okay, out of all the ones that we know are truly positive, how many do we actually get right? Okay. So going back to this over here, our precision score. So again, precision out of all the ones that we've labeled as the specific class, how many of them are actually that class? It's 77 and 84%. Now recall how out of all the ones that are actually this class, how many of those do we get? This is 68% and 89%. All right. So not too shabby. We clearly see that this recall and precision for like the class zero is worse than class one. Right. So that means for Hadron, it's worked for Hadrons and for our Gamers. This F1 score over here is kind of a combination of the precision and recall score. So we're actually going to mostly look at this one because we have an unbalanced test data set. So here we have a measure of 72 and 87, or 0.72 and 0.87, which is not too shabby. All right. Well, what if we made this three? So we actually see that, okay, so what was it originally with one?","positive, labeled, side, precision, class",Review the key concepts from this section and write a one-paragraph summary.
00:58:00,"We see that our F1 score, it was 0.72 and then 0.87 and then our accuracy was 82%. So if I change that to three, all right. So we've kind of increased zero at the cost of one and then our overall accuracy is 81. So let's actually just make this five. All right. So, you know, again, very similar numbers. We have 82% accuracy, which is pretty decent for a model that's relatively simple. Okay. The next type of model that we're going to talk about is something known as naive bays. Now in order to understand the concepts behind naive bays, we have to be able to understand conditional probability and bays rule. So let's say I have some sort of data set that's shown in this table right here. People who have COVID are over here in this red row and people who do not have COVID are down here in this green row. Now what about the COVID test? Well, people who have tested positive are over here in this column and people who have tested negative are over here in this column. Okay. Yeah. So basically our categories are people who have COVID and test positive, people who don't have COVID but test positive. So it falls positive. People who have COVID and test negative, which is a false negative and people who don't have COVID and test negative, which good means you don't have COVID. Okay. So let's make this slightly more legible. And here in the margins, I've written down the sums of whatever it's referring to. So this here is the sum of this entire row. And this here might be the sum","COVID, People, test, COVID and test, positive",Review the key concepts from this section and write a one-paragraph summary.
01:00:00,"of this column over here. Okay. So the first question that I have is what is the probability of having COVID given that you have a positive test? And in probability, we write that out like this. So the probability of COVID given, so this line, that vertical line means given that, you know, some condition. So given a positive test. Okay. So what is the probability of having COVID given a positive test? So what this is asking is saying, okay, let's go into this condition. So the condition of having a positive test, that is this slice of the data, right? That means if you're in this slice of data, you have a positive test. So given that, we have a positive test given in this condition, in this circumstance, we have a positive test. So what's the probability that we have COVID? Well, if we're just using this data, the number of people that have COVID is 531. So I'm going to say that there's 531 people that have COVID. And then now we divide that by the total number of people that have a positive test, which is 551. Okay. So that's the probability and doing a quick division, we get that this is equal to around 96.4%. So according to this data set, which is data that I made up off the top of my head. So it's not actually real COVID data. But according to this data, the probability of having COVID given that you test positive is 96.4%. All right. Now with that, let's talk about","positive test, COVID, positive, test, probability",Review the key concepts from this section and write a one-paragraph summary.
01:02:00,"Bayes rule, which is this section here. Let's ignore this bottom part for now. So Bayes rule is asking, okay, what is the probability of some event A happening? Given that B happened. So this, we already know has happened. This is our condition, right? Well, what if we don't have data for that, right? Like, what if we don't know what the probability of A given B is? Well, Bayes rule is saying, okay, well, you can actually go and calculate it as long as you have the probability of B given A, the probability of A and the probability of B. Okay. And this is just a mathematical formula for that. All right. So here we have Bayes rule. And let's actually see Bayes rule in action. Let's use it on an example. So here, let's say that we have some disease statistics. Okay. So not COVID different disease. And we know that the probability of obtaining a false positive is 0.05, probability of obtaining a false negative is 0.01, and the probability of the disease is 0.1. Okay. What is the probability of the disease given that we got a positive test? How do we even go about solving this? So what do I mean by false positive? What's a different way to rewrite that? A false positive is when you test positive, but you don't actually have the disease. So this here is a probability that you have a positive test given no disease. Right? And similarly, for the false negative, it's a probability that you test negative given that you actually have the disease. So if I put that into a chart, for example, and this might be my positive and negative tests, and this might be my diseases disease","probability, Bayes rule, Bayes, disease, positive",Review the key concepts from this section and write a one-paragraph summary.
01:04:00,"and no disease. Well, the probability that I test positive but actually have no disease. Okay. That's 0.05 over here. And then the false negative is up here for 0.01. So I'm testing negative, but I don't actually have the disease. This, so the probability that you test positive and you don't have the disease, plus the probability that you test negative given that you don't have the disease, that should sum up to 1. Okay. Because if you don't have the disease, then you should have some probability that you're testing positive and some probability that you're testing negative, but that probability in total should be 1. So that means that the probability of negative and no disease, this should be the reciprocal, this should be the opposite. So it should be 0.95 because it's 1 minus whatever this probability is. And then similarly, oops. Up here, this should be 0.99 because the probability that we, you know, test negative and have the disease, plus the probability that we test positive and have the disease should equal 1. So this is our probability chart. And now this probability of disease being 0.1 just means I have 10% probability of actually having the disease, right? Like in the general population, the probability that I have the disease is 0.1. Okay. So what is the probability that I have the disease given that I got a positive, I got a positive test. Well, remember that we can write this out in terms of phase rule, right? So if I use this rule up here, this is the probability of a positive test given that I have the disease times the probability of the disease, divided by the probability of the evidence, which is my positive test. All","probability, disease, positive, test, negative",Review the key concepts from this section and write a one-paragraph summary.
01:06:00,"right. Now let's plug in some numbers for that. The probability of having a positive test given that I have the disease is 0.99. And then the probability that I have the disease is this value over here, 0.1. Okay. And then the probability that I have a positive test at all should be, okay, what is the probability that I have a positive test given that I actually have the disease? And then having the having the disease. And then the other case where the probability of me having a negative test given, or sorry, positive test giving no disease times the probability of not actually having a disease. Okay. So I can expand that probability of having a positive test out into these two different cases. I have a disease and then I don't. And then what's the probability of having positive test in either one of those cases? So that expression would become 0.99 times 0.1 plus 0.05. So that's the probability that I'm testing positive but don't have the disease. And the times probably that I don't actually have the disease. So that's 1 minus 0.1. The probability that the population that I have the disease is 90 percent. So 0.9. And let's do that multiplication. And I get an answer of 0.6875 or 68.75 percent. Okay. All right. So we can actually expand that. We can expand Bayes rule and apply it to classification. And this is what we call naive Bayes. So first a little terminology. So the posterior","probability, disease, positive test, positive, test",Review the key concepts from this section and write a one-paragraph summary.
01:08:00,"is this over here because it's asking, hey, what is the probability of some class ck? So by ck I just mean you know the different categories. So c for category or class or whatever. So category one might be cats. Category two, dogs. Category three, lizards. All the way we have k categories, k is just some number. Okay. So what is the probability of having of this specific sample x? So this is our feature vector of this one sample. What is the probability of x fitting into category one, two, three, four, whatever? Right. So that's what this is asking. What is the probability that you know it's actually from this class given all this evidence that we see the x's? So the likelihood is this quantity over here saying, okay, well given that, you know, assume, assume we are, assume that this class is class ck. Okay. Assume that this is a category. Well, what is the likelihood of actually seeing x all these different features from that category? And then this here is the prior. So like in the entire population of things, what are the probabilities? What is the probability of this class in general? Like if I have you know in my entire data set, what is the percentage? What is the chance that this image is a cat? How many cats do I have? Right. And then this down here is called the evidence because what we're trying to do is we're changing our prior. We're creating this new posterer probability built upon the prior by using some sort of evidence. Right. And that evidence is a probability of x. So that's some vocab. And","probability, category, class, assume, evidence",Review the key concepts from this section and write a one-paragraph summary.
01:10:00,"this here is a rule for naive base. Whoa. Okay. Let's say just that a little bit. Okay. So what is, let me use a different color. What is this side of the equation asking? It's asking what is the probability that we are in some class k ck given that, you know, this is my first input. This is my second input. This is, you know, my third fourth. This is my end input. So let's say that our classification is, do we play soccer today or not? Okay. And let's say our x's are, okay, is it how much wind is there? How much rain is there? And what day of the week is it? So let's say that it's raining. It's not windy, but it's Wednesday. Do we play soccer or do we not? So let's use base rule on this. So this here is equal to the probability of x1, x2, all these joint probabilities given class k times the probability of that class all over the probability of this evidence. Okay. So what is this fancy symbol over here? This means proportional to, so how our equal sign means it's equal to, this like little squiggly sign means that this is proportional to. Okay. And this denominator over here, you might notice that it has no impact on the class, like this, that number doesn't depend on the class, right? So this is going to be constant for all of our different classes. So what I'm going to do is make things simpler. So I'm just going to say that","class, probability, naive base, input, equal",Review the key concepts from this section and write a one-paragraph summary.
01:12:00,"this probability, x1, x2 all the way to xn, this is going to be proportional to the numerator. I don't care about the denominator because it's the same for every single class. So this is proportional to x1, x2, xn given class k times the probability of that class. Okay. All right. So in naive bays, the point of it being naive is that we're actually, this joint probability, we're just assuming that all of these different things are all independent. So in my soccer example, you know, the probability that we're playing soccer, or the probability that, you know, it's windy and it's rainy and it's Wednesday, all these things are independent. We're assuming that they're independent. So that means that I can actually write this part of the equation here as this. So each term in here, I can just multiply all them together. So the probability of the first feature given that it's class k times the probability of second feature given that's like class k all the way up until, you know, the end feature of given that it's class k. So this expands to all of this. All right. Which means that this here is now proportional to the thing that we just expanded times this. So I'm going to write that out. So the probability of that class, and I'm actually going to use this symbol. So what this means is it's a huge multiplication. It means multiply everything to the right of this. So this probability,","probability, class, proportional, independent, times",Review the key concepts from this section and write a one-paragraph summary.
01:14:01,"x given some class k, but do it for all the i. So i, what is i? Okay. We're going to go from the first x i all the way to the end. So that means for every single i, we're just multiplying these probabilities together. And that's where this up here comes from. So to wrap this up, oops, this should be a line. To wrap this up in plain English, basically what this is saying is a probability that, you know, were in some category given that we have all these different features is proportional to the probability of that class in general times the probability of each of those features given that were in this one class that we're testing. So the probability of it, you know, of us playing soccer today, given that it's rainy, not windy, and it's Wednesday is proportional to, okay, well, what is what is the probability that we play soccer anyways? And then times the probability that it's rainy, given that we're playing soccer, times the probability that it's not windy, given that we're playing soccer. So how many times are we playing soccer when it's windy? You know, and then how many times are what's the probability that's Wednesday given that we're playing soccer? Okay. So how do we use this in order to make a classification? So that's where this comes in. Our Y hat, our predicted Y, is going to be equal to something called the arg max. And then this expression over here because we want to take the arg max, well, we want. So, okay, if I write out this, again, this means the probability of being in some class ck, given all of our evidence,","probability, playing soccer, soccer, playing, times",Review the key concepts from this section and write a one-paragraph summary.
01:16:01,"well, we're going to take the k that maximizes this expression on the right. That's what arg max means. So if k is in 0, oops, 1 through k, so this is how many categories there are, we're going to go through each k and we're going to solve this expression over here and find the k that makes that the largest. Okay. And remember that instead of writing this, we have now a formula thanks to base rule for helping us approximate that, right? And something that maybe we can, maybe we have like the evidence for that, we have the answers for that based on our training set. So this principle of going through each of these and finding whatever class, whatever category maximizes this expression on the right, this is something known as MAP for short or maximum, a posteriori, pick the hypothesis, so pick the k that is the most probable so that we minimize the probability of misclassification, right? So that is MAP, that is naive base, back to the notebook. So just like how I imported k neighbors classifier up here, for naive base, I can go to sklearn.naivbase and I can import Gaussian naive base, right? And here I'm going to send my naive base model is equal, this is very similar to what we had above. And I'm just going to say with this model, we","naive base, maximizes this expression, base, expression, naive",Review the key concepts from this section and write a one-paragraph summary.
01:18:01,"are going to fit x-train and y-train, right? Just like above. So this I might actually, so I'm going to set that. And exactly, just like above, I'm going to make my prediction. So here I'm going to instead use my naive base model. And of course, I'm going to run the classification report again. So I'm actually just going to put these in the same cell. But here, we have the new y prediction and then y test is still our original test data set. So if I run this, you'll see that. Okay, what's going on here? We get worst scores, right? Our precision for all of them, they look slightly worse. And our, you know, for our precision, our recall, our f1 score, they look slightly worse for all the different categories. And our total accuracy, I mean, it's still 72%, which is not too shabby, but it's still 72%, okay? Which, you know, is not that great. Okay, so let's move on to logistic regression. Here I've drawn a plot. I have y. So this is my label on one axis. And then this is maybe one of my features. So let's just say I only have one feature in this case, text zero, right? Well, we see that, you know, I have a few of one class type down here. And we know it's one class type because it's zero. And then we have our other class type one up here. Okay. So many of you guys are familiar with regression. So let's start there. If I were to draw a regression","x-train and y-train, fit x-train, class type, y-train, class",Review the key concepts from this section and write a one-paragraph summary.
01:20:00,"line through this, it might look something like, like this. Right? Well, this doesn't seem to be a very good model. Like why would we use this specific line to predict why? Right? It's, it's iffy, okay? For example, we might say, okay, well, it seems like, you know, everything from here down words would be one class type. And here upwards would be another class type. But when you look at this, you're just, you, you visually can tell, okay, like that line doesn't make sense. Things are not, those dots are not along that line. And the reason is because we are doing classification, not regression. Okay. Well, first of all, let's start here. We know that this model, if we just use this line, it equals m x. So whatever this, let's just say it's x plus b, which is the y intercept, right? And m is the slope. But when we use a linear regression, is it actually y hat? No, it's not, right? So when we're working with linear regression, what we're actually estimating in our model is a probability. What's a probability between zero and one that is class zero or class one? So here, let's rewrite this as p equals m x plus b. Okay. Well, m x plus b, that can range, you know, from negative infinity to infinity, right? For any, for any value of x, it goes from negative infinity to infinity. But probability, we know probably, one of the rules of probability is that probability has to stay between zero and one. So how do we fix this? Well, maybe instead of just setting the probability equal to that, we can set the odds equal","probability, line, class, infinity, regression",Review the key concepts from this section and write a one-paragraph summary.
01:22:00,"to this. So by that, I mean, okay, let's do probability divided by one minus the probability. Okay. So now it becomes this ratio. Now this ratio is allowed to take on infinite values. But there's still one issue here. Let me move this over a bit. The one issue here is that m x plus b, that can still be negative, right? Like if, you know, I have a negative slope, if I have a negative b, if I have some negative x is in there, I don't know, but that can be, that's allowed to be negative. So how do we fix that? We do that by actually taking the log of the odds. Okay. So now I have the log of, you know, some probability divided by one minus the probability. And now that is on a range of negative infinity to infinity, which is good because the range of log should be negative infinity to infinity. Now, how do I solve for p the probability? Well, the first thing I can do is take, you know, I can remove the log by taking the net, the e to the, whatever is on both sides. So that gives me the probability over the one minus the probability is now equal to e to the m x plus b. Okay. So let's multiply that out. So the probability is equal to one minus probability e to the m x plus b. So p is equal to e to the m x plus b minus p times e to the m x plus b. And now we have, we can move like terms to one side. So if I do p, uh, so basically I'm moving this over. So I'm adding p. So now p one plus e","probability, negative, minus, log, infinity",Review the key concepts from this section and write a one-paragraph summary.
01:24:00,"to the m x plus b is equal to e to the m x plus b. And let me change this parenthesis, make it a little bigger. So now my probability can be e to the m x plus b divided by one plus e to the m x plus b. Okay. Well, let me just rewrite this really quickly. I want a numerator of one on top. Okay. So what I'm going to do is I'm going to multiply this by negative m x plus b. And then also the bottom by negative m x plus b. And I'm allowed to do that because this over this is one. So now my probability is equal to one over one plus e to the negative m x plus b. And now why do I rewrite it like that? It's because this is actually a form of a special function which is called the sigmoid function. And for the sigmoid function, it looks something like this. So s of x sigmoid, you know, that's some x is equal to one over one plus e to the negative x. So essentially what I just did up here is rewrite this in some sigmoid function where the x value is actually m x plus b. So maybe I'll change this to y just to make that a bit more clear. It doesn't matter what the variable name is. But this is our sigmoid function. And visually what our sigmoid function looks like is it goes from zero, so this here is zero to one. And it looks something","sigmoid function, sigmoid, function, negative, equal",Review the key concepts from this section and write a one-paragraph summary.
01:26:00,"like this curved s, which I didn't draw too well. Let me try that again. It's a hard to draw. Something if I can draw this right like that. Okay, so it goes in between zero and one. And you might notice that this form fits our shape up here. Oops, let's draw it sharper. But if it's our shape up there, a lot better, right? All right, so that is what we call logistic regression. We're basically trying to fit our data to the sigmoid function. And when we only have one data point, so if we only have one feature x, then that's what we call simple logistic regression. But then if we have x0, but then if we have x0, x1 all the way to xn, we call this multiple logistic regression. Because there are multiple features that we're considering when we're building our model. Logistic regression. So I'm going to put that here. And again, from sk learn, this linear model, we can import logistic regression, right? And just like how we did above, we can repeat all of this. So here instead of nb, I'm going to call this the log model or LG logistic regression. I'm going to change this to logistic regression. So I'm just going to use the default logistic regression.","logistic regression, regression, logistic, draw, call","Find a binary classification dataset (e.g., Titanic) and apply logistic regression using scikit-learn."
01:28:00,"But actually, if you look here, you see that you can use different penalties. So right now we're using an L2 penalty. But L2 is our quadratic formula. So that means that for outliers, it would really penalize that. For all these other things, you can toggle these different parameters. And you might get slightly different results. If I were building a production level logistic regression model, then I would want to go and I would want to figure out, what are the best parameters to pass into here based on my validation data. But for now, we'll just we'll just use this out of the box. So again, I'm going to fit the x-train and the y-train. And I'm just going to predict again. So I can just call this again. And instead of LG, nb, I'm going to use LG. So here this is decent. Precision 65%, recall 71, F168, or 82, total accuracy of 77. Okay, so it performs slightly better than night base, but it's still not as good as K and N. All right, so the last model for classification that I wanted to talk about is something called support vector machines or SVMs for short. So what exactly is an SVM model? I have two different features, x0 and x1 on the axes. And then I've told you if it's class 0 or class 1 based on the blue and the red labels. My goal is to find some sort of line between these two labels that best divides the data. All right, so this line is our SVM model. So I call it a line here because in","model, SVM model, penalties, line, SVM",Review the key concepts from this section and write a one-paragraph summary.
01:30:00,"2D, it's a line, but in 3D, it would be a plane. And then you can also have more and more dimensions. So the proper term is actually I want to find the hyperplane that best differentiates these two classes. Let's see a few examples. Okay, so first, between these three lines, let's say a, b, and c, which one is the best divider of the data? Which one has all the data on one side or the other? Or at least if it doesn't, which one divides it the most? Right? Which one has the most defined boundary between the two different groups? So this question should be pretty straightforward. It should be a, right? Because a has a clear distinct line between where, you know, everything on this side of a is one label. It's negative. And everything on this side of a is the other label. It's positive. So what if I have a, but then what if I had drawn my b like this? And my c maybe like this. Sorry, the labels are kind of close together. But now which one is the best? So I would argue that it's still a, right? And why is it still a? Because in these other two, look at how close this is to that to these points, right? So if I had some new point that I wanted to estimate, okay, say I didn't have a or b. So let's say we're","plane, side, line, data, label",Review the key concepts from this section and write a one-paragraph summary.
01:32:00,"just working with c. Let's say I have some new point that's right here. Or maybe a new point that's right there. Well, it seems like just logically looking at this. I mean, without the boundary, that would probably go under the positives, right? I mean, it's pretty close to that other positive. So one thing that we care about in SVNs is something known as the margin. Okay. So not only do we want to separate the two classes really well, we also care about the boundary in between where the points in those classes in our data set are and the line that we're drawing. So in a line like this, the closest values to this line might be like here. And I'm trying to draw these perpendicular. Right. And so this effectively, if I switch over to these dotted lines, if I can draw this right. So these effectively are what's known as the margins. Okay. So these both here, these are our margins in our SVNs. And our goal is to maximize those margins. So not only do we want the line that best separates the two different classes, we want the line that has the largest margin. And the data points that lie on the margin lines, the data. So basically, these are the data points that's helping us define our divider. These are what we call support","line, data, points, data points, margin",Review the key concepts from this section and write a one-paragraph summary.
01:34:00,"vectors. Hence the name support vector machines. Okay. So the issue with SVM sometimes is that they're not so robust to outliers. Right. So for example, if I had one outlier like this up here, that would totally change where I want my support vector to be, even though that might be my only outlier. Okay. So that's something to keep in mind as, you know, when you're working with SVMs, is it might not be the best model if there are outliers in your data set. Okay. So another example of SVMs might be, let's say that we have data like this, I'm just going to use a one dimensional data set for this example. Let's say we have a data set that looks like this. Well, our, you know, separators should be perpendicular to this line, but it should be somewhere along this line. So it could be anywhere like this. You might argue, okay, well, there's one here and then you could also just draw another one over here, right. And then maybe you can have two SVMs, but that's not really how SVMs work. But one thing that we can do is we can create some sort of projection. So I realized here that one thing I forgot to do was to label where zero was. So let's just say zero is here. Now what I'm going to do is I'm going to say, okay, I'm going to have X and then I'm going to have X, sorry, X zero and X one. So X zero is just going to be my original X, but I'm going to make X one equal to let's say X squared. So whatever is this squared, right. So now my negatives would be, you know, maybe somewhere here, here,","support vector, support vector machines, SVMs, data set, data",Review the key concepts from this section and write a one-paragraph summary.
01:36:00,"just pretend that it's somewhere up here. Right. And now my pluses might be something like that. And I'm going to run out of space over here. So I'm just going to draw these together. Use your imagination. But once I draw it like this, well, it's a lot easier to apply a boundary, right. Now our SVM could be maybe something like this, this. And now you see that we've divided our data set. Now it's separable where one class is this way. And the other class is that way. Okay. So that's known as SVMs. I do highly suggest that, you know, any of these models that we just mentioned, if you're interested in them, do go more in depth mathematically into them. Like how do we, how do we find this hyperplane? Right. I'm not going to go over that in this specific course because you're just learning what an SVM is. But it's a good idea to know, oh, okay, this is the technique behind finding, you know, what exactly are the, how do you define the hyperplane that we're going to use? So anyways, this transformation that we did down here, this is known as the kernel trick. So when we go from x to some coordinate x and then x squared, what we're doing is we are applying a kernel. So that's why it's called the kernel trick. So SVMs are actually really powerful. And you'll see that here. So from sklearn.svm, we are going to import SVC. And SVC is our support vector classifier. So with this, so with our SVM model, we are going to create","SVM, kernel, pretend, SVMs, kernel trick",Review the key concepts from this section and write a one-paragraph summary.
01:38:00,"SVC model. And we are going to, again, fit this to X-Train. I could have just copied and pasted this. I should have probably done that. Okay. Taking a bit longer. All right. Let's predict using our SVM model. And here, let's see if I can hover over this. Right. So again, you see a lot of these different parameters here that you can go back and change if you were creating a production level model. Okay. But in this specific case, we'll just use it out of the box again. So if I make predictions, you'll note that, wow, the accuracy actually jumps to 87% with the SVM. And even with class zero, there's nothing less than, you know, 0.8, which is great. And for class one, I mean, everything's at 0.9, which is higher than anything that we had seen to this point. So so far, we've gone over four different classification models. We've done SVMs, logistic regression, naive bays, and KNN. And these are just simple ways on how to implement them. Each of these, they have different, you know, they have different hyper parameters that you can go and you can toggle. And you can try to see if that helps later on or not. But for the most part, they perform, they give us around 70 to 80% accuracy. Okay. With SVM being the best. Now, let's see if we can actually beat that using a neural net. Now, the final type of model that I wanted to talk about is known as a neural net or neural network. And neural nets look something like this. So you have an input layer. This is where all your features would go. And they have all these arrows pointing to some sort","SVC model, SVC, neural, model, SVM",Review the key concepts from this section and write a one-paragraph summary.
01:40:00,"of hidden layer. And then all these arrows point to some sort of output layer. So what is all this mean? Each of these layers in here, this is something known as a neuron. Okay. So that's a neuron. In a neural net, these are all of our features that we're inputting into the neural net. So that might be X0, X1 all the way through XN. Right. And these are the features that we talked about. There, they might be, you know, the pregnancy, the BMI, the age, etc. Now, all of these get weighted by some value. So they are multiplied by some W number that applies to that one specific category, that one specific feature. So these could get multiplied. And the sum of all of these goes into that neuron. Okay. So basically I'm taking W0 times X0. And then I'm adding X1 times W1. And then I'm adding, you know, X2 times W2, etc., all the way to XN times WN. And that's getting input into the neuron. Now, I'm also adding this bias term, which just means, okay, I might want to shift this by a little bit. So I might add five, or I might add 0.1, or I might subtract 100. I don't know, but we're going to add this bias term. And the output of all these things. So the sum of this, this, this, and this go into something known as an activation function. Okay. And then after applying this activation function, we get an output. And this is what a neuron would look like. Now a whole network of them would look something like this. So I kind of lost over this activation function. What exactly is that? This is how a neural net looks like. If we have all our inputs here. And let's say all of these arrows represent some sort of addition.","hidden layer, neuron, times, activation function, function",Review the key concepts from this section and write a one-paragraph summary.
01:42:00,"Right. Then what's going on is we're just adding a bunch of times. Right. We're adding the sum sort of weight times these input layer a bunch of times. And then if we were to go back and factor that all out, then this entire neural net is just a linear combination of these input layers, which I don't know about you, but that just seems kind of useless. Right. Because we could literally just write that out in a formula. Why would we need to set up this entire neural network? We wouldn't. So the activation function is introduced. Right. So without an activation function, this just becomes a linear model. An activation function might look something like this. And as you can tell, these are not linear. And the reason why we introduced these is so that our entire model doesn't collapse on itself and become a linear model. So over here, this is something known as a sigmoid function. It runs between zero and one. Tansh runs between negative one all the way to one. And this is relu, which anything less than zero is zero. And then anything greater than zero is linear. So with these activation functions, every single output of a neuron is no longer just the linear combination of these. It's some sort of altered linear state, which means that the input into the next neuron is, you know, it doesn't, it doesn't collapse on itself. It doesn't become linear because we've introduced all these non-linearities. So this is a training set, the model, the loss. Right. And then we do this thing called training where we have to feed the loss back into the model and make certain adjustments the model to improve this predicted output. Let's talk a little bit about the training. What exactly goes on during that step?","linear, model, activation, function, activation function",Review the key concepts from this section and write a one-paragraph summary.
01:44:00,"Let's go back and take a look at our L2 loss function. This is what our L2 loss function looks like. It's a quadratic formula, right? Well, up here, the error is really, really, really, really large. And our goal is to get somewhere down here where the loss is decreased, right? Because that means that our predicted value is closer to our true value. So that means that we want to go this way. Okay. And thanks to a lot of properties of math, something that we can do is called gradient descent in order to follow this slope down this way. This quadratic is, it has different slopes with respect to some value. Okay. So the loss with respect to some weight W0 versus W1 versus Wn, they might all be different. Right. So some way that I kind of think about it is to what extent is this value contributing to our loss? And we can actually figure that out through some calculus, which we're not going to touch up on in this specific course. But if you want to learn more about neural nets, you should probably also learn some calculus and figure out what exactly back propagation is doing in order to actually calculate, you know, how much do we have to backstep by? So the thing is here, you might notice that this follows this curve at all of these different points. And the closer we get to the bottom, the smaller this step becomes. Now stick with me here. So my new value, this is what we call weight update. I'm going to take W0 and","loss function, loss, function, respect, quadratic",Review the key concepts from this section and write a one-paragraph summary.
01:46:00,"I'm going to set some new value for W0. And what I'm going to set for that is the old value of W0 plus some factor, which I'll just call alpha for now, times whatever this arrow is. So that's basically saying, okay, take our old W0, our old weight and just decrease it this way. So I guess increase it in this direction. Right. Like take a step in this direction. But this alpha here is telling us, okay, don't take a huge step. Right. Just in case we're wrong, take a small step. Take a small step in that direction. See if we get any closer. And for those of you who, you know, do want to look more into the mathematics of things, the reason why I use a plus here is because this here is the negative gradient. Right. If this were just the, if you were to use the actual gradient, this should be a minus. Now this alpha is something that we call the learning rate. Okay. And that adjusts how quickly we're taking steps. And that might, you know, tell our, that, that will ultimately control how long it takes for our neural net to converge. Or sometimes if you said it too high, it might even diverge. But with all of these weights. So here I have W0, W1, and then Wn, we make the same update to all of them after we calculate the loss, the gradient of the loss with respect to that weight. So that's how back propagation works. And that is everything that's going on here. After we calculate the loss, we're calculating gradients, making adjustments in the model. So we're setting all the, all the weights to something adjusted slightly. And then we're saying, okay, let's take the training set and run it through the model again and go through this loop all over again. So for machine learning, we already","set, step, direction, small step, alpha",Review the key concepts from this section and write a one-paragraph summary.
01:48:00,"have seen some libraries that we use, right? We've already seen SK learn. But when we start going into neural networks, this is kind of what we're trying to program. And it's not very fun to try to program this from scratch because not only will we probably have a lot of bugs, but also probably not going to be fast enough, right? When it be great, if there are just some full-time professionals that are dedicated to solving this problem, and they could literally just give us their code, that's already running really fast. Well, the answer is, yes, that exists. And that's why we use TensorFlow. So TensorFlow makes it really easy to define these models, but we also have enough control over what exactly we're feeding into this model. So for example, this line here is basically saying, okay, let's create a sequential neural net. So sequential is just, you know, what we've seen here, it just goes one layer to the next. And a dense layer means that all of them are interconnected. So here this is interconnected with all of these nodes and this one's all these. And then this one gets connected to all of the next ones and so on. So we're going to create 16 dense nodes with really activation functions. And then we're going to create another layer of 16 dense nodes with really activation. And then our output layer is going to be just one node. Okay. And that's how easy it is to define something in TensorFlow. So TensorFlow is an open source library that helps you develop and train your ML models. Let's implement this for a neural net. So we're using a neural net for classification now. So our neural net model, we are going to use TensorFlow. And I","neural, neural net, TensorFlow, net, layer",Review the key concepts from this section and write a one-paragraph summary.
01:50:00,"don't think I imported that up here. So we are going to import that down here. So I'm going to import TensorFlow as TF and enter cool. So my neural net model is going to be, I'm going to use this. So essentially this is saying layer all these things that I'm about to pass in. So yeah, layer them, linear stack of layers, layer them as a model. And what that means, nope, not that. So what that means is I can pass in some sort of layer. And I'm just going to use a dense layer. And let's say we have 32 units. Okay. I will also set the activation as re-loop. And at first we have to specify the input shape. So here we have 10 comma. All right. All right. So that's our first layer. Now our next layer, I'm just going to have another a dense layer of 32 units all using re-loop. And that's it. So for the final layer, this is just going to be my output layer. It's going to just be one node. And the activation is going to be sigmoid. So if you recall from our logistic regression, what happened there was when we had a sigmoid, it looked something like this. Right. So by creating a sigmoid activation on our last layer, we're essentially projecting our predictions to be zero or one, just like in logistic regression. And that's going to help us, you know, we can just round","layer, activation, sigmoid, import, imported",Review the key concepts from this section and write a one-paragraph summary.
01:52:00,"two zero or one and classify that way. So this is my neural net model. And I'm going to compile this. So intense workflow, we have to compile it. It's really cool because I can just literally pass in what type of optimizer I want and it'll do it. So here if I go to optimizers, I'm actually going to use atom. And you'll see that, you know, the learning rate is 0.001. So I'm just going to use that default, so 0.001. And my loss is going to be binary cross entropy. And the metrics that I'm also going to include on here, so it already will consider loss. But I'm also going to tack on accuracy. So we can actually see that in a plot later on. All right, so I'm going to run this. And one thing that I'm going to also do is I'm going to define these plot definitions. So I'm actually copying, pasting this. I got these from tensorflow. So if you go on to some tensorflow tutorial, they actually have these, this like defined. And that's exactly what I'm doing here. So I'm actually going to move the cell up, run that. So we're basically plotting the loss over all the different epochs. epochs means like training cycles. And we're going to plot the accuracy over all the epochs. All right. So we have our model. And now all that's left is let's train it. Okay. So I'm going to say history. So tensorflow is great because it keeps track of the history of the training, which is why we can go and plot it later on. Now I'm going to set that equal to this neural net model. And fit that with X trained Y trained. I'm going to make the number of epochs equal to let's","plot, epochs, model, loss, tensorflow",Review the key concepts from this section and write a one-paragraph summary.
